,CASENUM,ATTORNEY,CLMSEX,CLMINSUR,SEATBELT,CLMAGE,LOSS
1060,17148,1,1.0,1.0,0.0,63.0,4.504
1061,17160,0,1.0,1.0,0.0,47.0,0.48
1062,17165,0,1.0,1.0,0.0,8.0,0.879
1063,17176,0,1.0,1.0,0.0,15.0,0.055
1064,17196,1,1.0,1.0,0.0,14.0,1.65
1065,17303,1,1.0,1.0,1.0,15.0,96.007
1066,17334,0,0.0,1.0,0.0,78.0,0.078
1067,17405,1,0.0,1.0,0.0,34.0,7.364
1068,17433,0,0.0,1.0,0.0,17.0,0.05
1069,17470,0,0.0,1.0,0.0,33.0,0.08
1070,17487,0,0.0,1.0,0.0,35.0,0.95
1071,17507,0,0.0,1.0,0.0,59.0,1.675
1072,17550,1,1.0,1.0,0.0,33.0,3.03
1073,17560,0,0.0,0.0,0.0,35.0,0.309
1074,17599,1,0.0,1.0,0.0,35.0,1.717
1075,17638,1,0.0,1.0,0.0,7.0,0.64
1076,17700,1,1.0,1.0,0.0,40.0,0.711
1077,17704,1,0.0,0.0,0.0,8.0,1.699
1078,17708,1,1.0,0.0,0.0,13.0,1.006
1079,17739,0,0.0,1.0,0.0,56.0,0.036
1080,17749,0,1.0,1.0,0.0,38.0,0.507
1081,17786,0,1.0,1.0,0.0,77.0,1.0
1082,17790,0,0.0,1.0,0.0,33.0,0.6
1083,17798,0,1.0,1.0,0.0,35.0,1.713
1084,17801,0,1.0,1.0,0.0,16.0,5.6
1085,17803,1,0.0,0.0,0.0,36.0,6.106
1086,17843,1,0.0,1.0,0.0,,3.3
1087,17897,0,1.0,,,58.0,0.648
1088,17945,1,1.0,1.0,0.0,3.0,0.346
1089,17954,0,1.0,1.0,0.0,39.0,0.45
1090,17960,0,1.0,1.0,0.0,16.0,5.598
1091,18089,1,0.0,0.0,0.0,47.0,6.07
1092,18000,1,0.0,1.0,0.0,45.0,4.075
1093,18037,0,1.0,1.0,0.0,10.0,5.88
1094,18048,0,1.0,1.0,0.0,39.0,1.471
1095,18057,1,0.0,1.0,0.0,47.0,0.08
1096,18095,1,0.0,1.0,0.0,50.0,3.095
1097,18109,0,1.0,1.0,0.0,65.0,4.558
1098,18110,1,0.0,1.0,0.0,43.0,3.394
1099,18194,0,1.0,1.0,0.0,16.0,0.895
1100,18300,1,1.0,1.0,0.0,43.0,3.8
1101,18319,1,0.0,1.0,0.0,9.0,0.19
1102,18330,1,0.0,1.0,0.0,49.0,3.73
1103,18340,1,1.0,1.0,0.0,54.0,7.367
1104,18341,1,1.0,1.0,0.0,46.0,4.01
1105,18368,1,0.0,1.0,0.0,36.0,8.476
1106,18455,1,0.0,1.0,0.0,36.0,4.315
1107,18460,1,0.0,1.0,0.0,50.0,3.786
1108,18463,0,0.0,1.0,0.0,54.0,0.748
1109,18509,0,1.0,1.0,0.0,40.0,0.005
1110,18511,0,1.0,1.0,0.0,46.0,3.5
1111,18550,1,0.0,1.0,0.0,6.0,0.354
1112,18607,0,0.0,1.0,0.0,,0.3
1113,18653,1,1.0,0.0,0.0,11.0,3.37
1114,18663,1,1.0,1.0,0.0,0.0,7.169
1115,18737,1,0.0,1.0,0.0,4.0,0.31
1116,18753,0,1.0,1.0,0.0,4.0,0.19
1117,18766,1,1.0,1.0,0.0,14.0,5.83
1118,18784,1,0.0,1.0,0.0,30.0,1.816
1119,18790,0,1.0,1.0,0.0,60.0,0.3
1120,18795,1,1.0,1.0,0.0,,1.0
1121,18803,0,1.0,1.0,0.0,,0.5
1122,18835,0,0.0,1.0,1.0,36.0,3.909
1123,18861,1,0.0,1.0,0.0,18.0,6.08
1124,18887,0,1.0,1.0,0.0,46.0,0.73
1125,18941,0,1.0,1.0,0.0,37.0,4.609
1126,18945,0,1.0,1.0,0.0,,0.08
1127,18954,0,1.0,1.0,0.0,6.0,0.06
1128,18984,0,1.0,1.0,0.0,61.0,1.051
1129,18987,0,0.0,1.0,0.0,10.0,0.1
1130,18990,1,1.0,1.0,0.0,30.0,5.595
1131,19075,1,0.0,1.0,0.0,8.0,3.514
1132,19033,0,1.0,1.0,0.0,,0.05
1133,19061,1,1.0,1.0,0.0,13.0,4.095
1134,19067,0,0.0,1.0,0.0,36.0,1.59
1135,19069,0,1.0,1.0,0.0,57.0,3.915
1136,19070,0,1.0,1.0,0.0,61.0,0.39
1137,19087,1,0.0,1.0,0.0,48.0,0.755
1138,19093,0,0.0,0.0,0.0,17.0,0.579
1139,19108,1,0.0,1.0,0.0,10.0,5.057
1140,19173,1,1.0,1.0,0.0,30.0,1.0
1141,19195,1,1.0,1.0,0.0,,4.165
1142,19350,0,0.0,1.0,0.0,44.0,4.569
1143,19389,1,1.0,1.0,0.0,13.0,3.807
1144,19395,0,1.0,1.0,0.0,39.0,4.061
1145,19406,0,0.0,1.0,0.0,13.0,0.13
1146,19404,1,1.0,1.0,0.0,46.0,0.507
1147,19410,1,0.0,0.0,0.0,51.0,40.574
1148,19440,0,1.0,1.0,0.0,7.0,3.734
1149,19446,1,1.0,1.0,,7.0,0.156
1150,19447,1,0.0,0.0,0.0,5.0,1.45
1151,19465,1,1.0,1.0,0.0,54.0,4.097
1152,19490,0,0.0,1.0,0.0,,0.15
1153,19558,0,0.0,1.0,0.0,44.0,3.549
1154,19560,1,1.0,0.0,1.0,45.0,3.37
1155,19609,0,1.0,1.0,0.0,0.0,0.09
1156,19605,1,0.0,1.0,0.0,37.0,1.951
1157,19670,0,0.0,1.0,0.0,59.0,0.188
1158,19683,1,0.0,0.0,0.0,3.0,0.378
1159,19701,1,1.0,1.0,0.0,6.0,3.53
1160,19710,0,1.0,1.0,0.0,5.0,0.155
1161,19761,0,0.0,1.0,0.0,,1.34
1162,19765,1,1.0,0.0,0.0,40.0,10.718
1163,19790,0,0.0,,,11.0,3.318
1164,19814,0,0.0,1.0,0.0,34.0,0.05
1165,19837,1,0.0,1.0,0.0,76.0,0.15
1166,19857,0,,,,,0.0
1167,19884,1,1.0,1.0,0.0,50.0,1.065
1168,19961,0,1.0,1.0,0.0,6.0,4.065
1169,30010,1,0.0,,,,3.49
1170,30017,1,1.0,1.0,0.0,3.0,0.095
1171,30033,0,0.0,1.0,0.0,9.0,3.578
1172,30085,0,0.0,1.0,0.0,13.0,0.746
1173,30064,0,1.0,1.0,0.0,68.0,0.004
1174,30163,1,0.0,1.0,0.0,16.0,1.909
1175,30306,1,,1.0,0.0,,3.675
1176,30357,1,0.0,1.0,0.0,56.0,15.001
1177,30381,1,0.0,1.0,0.0,38.0,5.06
1178,30384,0,1.0,1.0,0.0,13.0,1.6
1179,30430,1,1.0,1.0,0.0,37.0,13.789
1180,30436,0,0.0,1.0,0.0,,0.098
1181,30448,1,0.0,0.0,0.0,9.0,3.76
1182,30483,1,1.0,,,33.0,4.835
1183,30490,0,0.0,1.0,0.0,0.0,0.309
1184,30498,1,0.0,1.0,0.0,10.0,3.19
1185,30501,0,1.0,1.0,0.0,34.0,0.674
1186,30548,0,0.0,1.0,0.0,,0.04
1187,30557,0,0.0,1.0,0.0,40.0,0.915
1188,30588,1,1.0,1.0,0.0,44.0,13.0
1189,30594,0,0.0,1.0,0.0,9.0,1.393
1190,30634,1,0.0,1.0,0.0,48.0,3.549
1191,30670,1,1.0,1.0,0.0,0.0,0.535
1192,30683,1,1.0,1.0,0.0,5.0,0.17
1193,30759,1,0.0,1.0,0.0,,4.03
1194,30781,0,1.0,1.0,0.0,7.0,0.599
1195,30790,1,0.0,1.0,0.0,18.0,1.605
1196,30793,1,1.0,1.0,0.0,35.0,4.333
1197,30799,1,0.0,1.0,0.0,76.0,3.756
1198,30816,0,1.0,1.0,0.0,17.0,0.497
1199,30900,1,1.0,1.0,0.0,,4.673
1200,30908,0,0.0,0.0,0.0,15.0,1.009
1201,30903,0,1.0,1.0,0.0,,0.15
1202,30909,0,1.0,1.0,0.0,11.0,0.436
1203,30915,0,0.0,1.0,0.0,38.0,0.8
1204,30931,1,1.0,1.0,0.0,6.0,3.78
1205,30948,0,1.0,1.0,0.0,53.0,0.405
1206,30013,0,1.0,1.0,0.0,47.0,0.019
1207,30050,1,0.0,1.0,0.0,40.0,3.59
1208,30051,1,1.0,1.0,0.0,3.0,0.607
1209,30063,0,1.0,1.0,0.0,55.0,3.348
1210,30015,0,0.0,1.0,0.0,80.0,0.347
1211,30040,0,1.0,1.0,0.0,9.0,1.747
1212,30065,1,1.0,1.0,0.0,51.0,4.017
1213,30108,0,1.0,1.0,0.0,7.0,0.358
1214,30179,0,1.0,1.0,0.0,7.0,0.06
1215,30383,1,1.0,1.0,0.0,11.0,8.641
1216,30389,0,1.0,1.0,0.0,10.0,0.339
1217,30408,1,1.0,1.0,0.0,19.0,5.1
1218,30403,0,1.0,1.0,0.0,40.0,0.835
1219,30507,0,1.0,1.0,0.0,30.0,0.39
1220,30584,0,1.0,1.0,0.0,47.0,0.6
1221,30675,1,1.0,1.0,0.0,8.0,1.595
1222,30709,1,1.0,1.0,0.0,48.0,1.334
1223,30751,0,,1.0,0.0,34.0,0.15
1224,30770,1,1.0,1.0,0.0,33.0,0.706
1225,30775,1,1.0,1.0,0.0,44.0,3.713
1226,30783,1,0.0,1.0,0.0,,3.899
1227,30806,1,0.0,1.0,0.0,,0.161
1228,30816,1,0.0,1.0,0.0,46.0,1.807
1229,30840,0,1.0,1.0,0.0,,0.57
1230,30858,0,1.0,1.0,0.0,39.0,0.944
1231,30880,0,0.0,1.0,0.0,,0.1
1232,30903,0,1.0,0.0,0.0,49.0,4.491
1233,30957,1,1.0,1.0,0.0,58.0,3.306
1234,30961,0,1.0,1.0,0.0,,1.64
1235,30976,1,1.0,1.0,0.0,0.0,0.763
1236,30998,1,1.0,1.0,0.0,15.0,1.556
1237,31003,1,1.0,1.0,0.0,70.0,0.095
1238,31011,0,1.0,1.0,0.0,40.0,0.398
1239,31016,0,1.0,1.0,0.0,8.0,0.015
1240,31036,1,0.0,1.0,0.0,30.0,3.57
1241,31056,1,1.0,0.0,0.0,31.0,3.343
1242,31059,1,0.0,1.0,0.0,46.0,6.04
1243,31075,1,1.0,1.0,0.0,10.0,1.673
1244,31096,0,1.0,1.0,0.0,,0.175
1245,31001,0,0.0,1.0,0.0,50.0,0.135
1246,31008,0,,1.0,0.0,45.0,0.358
1247,31010,0,1.0,1.0,0.0,8.0,0.0
1248,31041,1,0.0,1.0,0.0,50.0,1.015
1249,31056,1,1.0,1.0,0.0,,0.37
1250,31081,1,0.0,,,7.0,1.85
1251,31094,1,0.0,1.0,0.0,17.0,1.968
1252,31107,1,1.0,1.0,0.0,0.0,0.3
1253,31111,0,0.0,1.0,0.0,66.0,1.545
1254,31118,1,0.0,1.0,0.0,37.0,4.318
1255,31141,0,0.0,1.0,0.0,48.0,0.455
1256,31159,1,0.0,1.0,1.0,30.0,30.64
1257,31330,0,0.0,1.0,0.0,7.0,0.453
1258,31350,0,1.0,1.0,0.0,36.0,6.908
1259,31386,1,0.0,1.0,0.0,39.0,4.3
1260,31388,0,0.0,1.0,0.0,0.0,0.44
1261,31400,1,1.0,1.0,0.0,35.0,1.701
1262,31480,1,0.0,1.0,0.0,0.0,0.013
1263,31500,1,1.0,1.0,0.0,39.0,0.936
1264,31508,0,0.0,1.0,0.0,36.0,0.507
1265,31531,1,0.0,1.0,0.0,,0.565
1266,31556,0,1.0,1.0,0.0,37.0,0.193
1267,31581,1,1.0,1.0,0.0,,7.551
1268,31590,1,0.0,1.0,0.0,50.0,1.608
1269,31594,1,1.0,1.0,0.0,,3.5
1270,31637,0,1.0,1.0,0.0,7.0,0.449
1271,31667,1,0.0,1.0,0.0,40.0,3.735
1272,31700,0,1.0,1.0,0.0,34.0,0.15
1273,31739,0,1.0,1.0,0.0,18.0,0.85
1274,31750,0,1.0,1.0,0.0,0.0,0.3
1275,31784,0,1.0,1.0,0.0,5.0,0.19
1276,31798,1,1.0,1.0,,50.0,3.3
1277,31905,1,0.0,1.0,0.0,9.0,7.6
1278,31944,1,1.0,1.0,0.0,9.0,6.459
1279,31960,1,1.0,1.0,0.0,50.0,4.986
1280,31994,1,0.0,1.0,0.0,36.0,0.465
1281,33005,1,0.0,1.0,0.0,30.0,3.735
1282,33033,1,1.0,1.0,0.0,0.0,0.067
1283,33047,1,0.0,0.0,0.0,30.0,4.147
1284,33054,0,0.0,1.0,0.0,8.0,0.485
1285,33015,0,1.0,1.0,0.0,40.0,0.05
1286,33037,1,1.0,1.0,1.0,44.0,55.709
1287,33050,0,0.0,0.0,0.0,10.0,0.04
1288,33068,0,1.0,1.0,0.0,4.0,1.165
1289,33073,1,1.0,1.0,0.0,41.0,5.6
1290,33085,0,0.0,1.0,1.0,,6.1
1291,33144,0,1.0,1.0,0.0,19.0,1.537
1292,33150,0,0.0,1.0,0.0,10.0,0.964
1293,33165,0,0.0,1.0,0.0,40.0,0.749
1294,33177,1,1.0,1.0,0.0,,1.041
1295,33198,1,1.0,1.0,0.0,18.0,3.18
1296,33307,0,0.0,1.0,0.0,36.0,4.448
1297,33318,1,0.0,0.0,0.0,,3.8
1298,33330,0,1.0,1.0,0.0,8.0,1.195
1299,33379,0,1.0,1.0,0.0,19.0,7.393
1300,33440,1,0.0,1.0,0.0,71.0,1.595
1301,33450,0,1.0,1.0,0.0,,0.7
1302,33455,0,1.0,1.0,0.0,9.0,0.364
1303,33466,1,1.0,1.0,0.0,,3.845
1304,33468,0,1.0,1.0,0.0,,0.5
1305,33498,0,0.0,1.0,0.0,,0.0
1306,33503,0,1.0,1.0,0.0,38.0,0.005
1307,33553,0,1.0,1.0,0.0,10.0,0.019
1308,33587,1,1.0,1.0,0.0,43.0,5.434
1309,33590,1,0.0,1.0,0.0,30.0,3.034
1310,33607,1,1.0,1.0,0.0,40.0,0.905
1311,33614,1,0.0,1.0,0.0,40.0,5.168
1312,33661,1,1.0,1.0,0.0,45.0,14.884
1313,33687,0,1.0,1.0,0.0,7.0,0.986
1314,33697,0,0.0,1.0,0.0,7.0,0.107
1315,33741,1,0.0,1.0,0.0,8.0,1.105
1316,33744,0,1.0,0.0,,10.0,0.158
1317,33750,1,0.0,1.0,0.0,7.0,3.535
1318,33759,0,1.0,1.0,0.0,,0.07
1319,33778,0,0.0,1.0,0.0,34.0,0.763
1320,33840,0,1.0,1.0,0.0,,0.54
1321,33858,1,0.0,1.0,0.0,,3.437
1322,33865,0,1.0,1.0,0.0,1.0,0.08
1323,33881,1,1.0,1.0,0.0,9.0,5.46
1324,33883,1,0.0,1.0,0.0,10.0,6.564
1325,34000,1,1.0,1.0,0.0,9.0,3.169
1326,34035,1,1.0,1.0,0.0,7.0,0.688
1327,34050,1,1.0,1.0,0.0,70.0,0.505
1328,34055,1,0.0,1.0,0.0,14.0,0.4
1329,34085,0,1.0,1.0,0.0,33.0,0.535
1330,34011,0,0.0,1.0,0.0,33.0,6.817
1331,34030,1,1.0,1.0,0.0,3.0,0.95
1332,34066,0,1.0,1.0,0.0,9.0,0.0
1333,34089,0,0.0,1.0,0.0,49.0,0.0
1334,34104,0,1.0,1.0,0.0,16.0,0.06
1335,34100,0,0.0,1.0,0.0,,0.576
1336,34110,1,1.0,1.0,0.0,46.0,3.705
1337,34113,0,1.0,1.0,0.0,39.0,0.099
1338,34145,1,1.0,0.0,0.0,8.0,3.177
1339,34153,0,1.0,1.0,0.0,30.0,0.688
